state,statename,id,ufips,name,type,local,pressure,countyleg,stateleg,localcourts,statecourts,commission,loczoning,council,cntyboard,cntyzoning,envboard,commission_norez,council_norez,cntyboard_norez,envboard_norez,publhlth_norez,dsgnrev_norez,sfulandsupply,mfulandsupply,sfuinfracost,mfuinfracost,sfudensrestr,mfudensrestr,sfuimpact,mfuimpact,sfubudget,mfubudget,sfucouncil,mfucouncil,sfucitizen,mfucitizen,sfuschool,mfuschool,sfulengthzoning,mfulengthzoning,sfulengthpermit,mfulengthpermit,sfulengthdvlp,mfulengthdvlp,sfupermitlimit,mfupermitlimit,sfuconstrlimit,mfuconstrlimit,mfudwelllimit,mfudwellunitlimit,minlotsize,minlotsize_lhalfacre,minlotsize_mhalfacre,minlotsize_oneacre,minlotsize_twoacres,affordable,sfusupply,mfusupply,commsupply,indsupply,lotdevcostincrease,sflotdevcostincrease,time_sfu,time_mfu,timechg_sfu,timechg_mfu,time1_l50sfu,time1_m50sfu,time1_mfu,time2_l50sfu,time2_m50sfu,time2_mfu,submitted,alloc_local,alloc_pressure,alloc_countyleg,alloc_sfubudget,alloc_mfubudget,alloc_sfucouncil,alloc_mfucouncil,alloc_sfucitizen,alloc_mfucitizen,alloc_sfuschool,alloc_mfuschool,alloc_LPPI,alloc_time_sfu,alloc_time_mfu,alloc_time1_l50sfu,alloc_time1_m50sfu,alloc_time1_mfu,alloc_time2_l50sfu,alloc_time2_m50sfu,alloc_time2_mfu,alloc_ADI,approved,officialname,execrating,judicialrating,town_meet,zonvote,zonvote_super,totinitiatives,msaname99,msa99,stateid,msastate,stacode,namene,LPPI,SPII,SCII,LZAI,LPAI,LAI,DRI,OSI,EI,SRI,ADI,WRLURI,weight,weight_metro
Vermont,VT,104851,66175,"South Burlington City, VT",City,5,4,1,2,1,3,1,0,1,0,0,0,1,0,0,0,0,0,4,4,5,5,2,2,2,2,2,2,1,1,4,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,4,3,3,1,100,100,12,12,0,0,18.5,24,18.5,18.5,24,18.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"JuliBeth Hinds, AICP",2,3,0,0,0,0,"Burlington, VT MSA",1305,VT,1303,VT,"South Burlington City, VT",-.3095299,.75629818,3,2,1,0,1,0,1,0,17.555555,1.3741652,7.680294,5.8003173
Vermont,VT,172730,13300,"Charlotte Town, VT",Town,5,5,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,5,,,,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,90,100,6,4.159991400409739,0,0,5.0334611,6.4067812,5.7628002,9.5,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,Gloria Warden,2,3,1,1,0,0,"Burlington, VT MSA",1305,VT,1303,VT,"Charlotte Town, VT",-.73006171,.75629818,3,3,1,1,1,1,0,0,6.7714477,1.4620831,9.7330046,6.9659257
Vermont,VT,172779,3175,"Barre City, VT",City,5,3,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,5,5,3,3,4,4,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,3,3,3,3,10,10,2,1,0,0,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richard Baker,2,3,1,0,0,0,,9999,VT,47,VT,"Barre City, VT",-.65997308,.75629818,3,2,1,0,0,0,0,0,1.5,-1.0329695,8.3584604,
Vermont,VT,172831,17350,"Town of Derby, VT",Town,2,1,1,5,1,5,1,0,1,0,0,0,1,0,0,0,0,0,1,2,1,4,1,4,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,100,100,1,2,0,1,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J.C. Brimmer,2,3,1,0,0,0,,9999,VT,47,VT,"Town of Derby, VT",-1.3608595,.75629818,3,2,1,0,0,1,1,0,1.5,-.79020208,30.396446,
Vermont,VT,104935,61675,"Saint Albans, VT",City,3,5,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,5,5,2,2,5,5,2,2,2,2,1,4,4,4,2,4,2,3,1,1,2,3,0,0,0,0,0,0,1,1,,,,0,4,5,3,2,50,50,2,2,0,0,18.5,18.5,18.5,9.5,18.5,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mary Garceau,2,3,1,0,0,0,"Burlington, VT MSA",1305,VT,1303,VT,"Saint Albans, VT",.18109056,.75629818,3,2,1,0,0,1,1,0,12,.73571831,8.4697189,6.2261825
Vermont,VT,172657,84925,"Windsor Town, VT",Town,4,2,1,3,1,3,1,0,1,0,0,0,0,1,0,1,0,1,4,4,4,4,3,3,3,3,4,4,2,2,2,2,3,3,4,4,3,3,3,3,0,0,0,0,0,0,1,0,0,0,1,1,3,2,3,3,50,50,1,3,1,2,4.5,9.5,9.5,4.5,9.5,18.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Stam Borkowski,2,3,1,0,0,0,,9999,VT,47,VT,"Windsor Town, VT",-.3095299,.75629818,3,2,3,0,1,1,1,0,6.8888888,1.0667926,13.572105,
Vermont,VT,172829,3550,"Barton Town, VT",Town,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,4,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,0,0,0,0,0,1,0,1,0,1,0,4,3,4,2,70,90,1,1,0,0,9.5,9.5,9.5,1.5,1.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Brent Shafer,2,3,1,0,0,0,,9999,VT,47,VT,"Barton Town, VT",-1.8514799,.75629818,3,2,1,0,1,0,0,0,4,-.52393579,23.354902,
Vermont,VT,104791,42850,"Town of Manchester, VT",town,3,4,1,3,1,3,1,0,1,0,0,0,0,0,0,1,0,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,0,2,2,3,3,30,70,3,6,0,0,4.4654889,7.4838114,7.2115312,4.5,4.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,"Lee Krohn, AlCP",2,3,1,0,0,0,,9999,VT,47,VT,"Town of Manchester, VT",-1.0104163,.75629818,3,2,2,0,1,0,1,0,5.1289811,.0953006,7.9547973,
Vermont,VT,172810,11950,"Castleton Town, VT",Town,1,1,1,5,1,5,1,0,1,0,0,0,0,0,0,0,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,50,70,1,2,0,0,18.5,18.5,18.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,William Martinez,2,3,1,0,0,0,,9999,VT,47,VT,"Castleton Town, VT",-1.5711253,.75629818,3,2,2,0,1,0,1,0,7.1666665,.13919254,21.14789,
Vermont,VT,172723,85150,"Winooski, Vt",City,2,2,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,5,5,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,0,3,3,4,4,30,100,1,2,0,0,1.5,18.5,1.5,9.5,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Trzepacz,2,3,1,0,0,0,"Burlington, VT MSA",1305,VT,1303,VT,"Winooski, Vt",-1.5711253,.75629818,3,2,2,0,0,0,0,0,6.0555553,-.63705754,5.5327964,4.9458747
Vermont,VT,104922,59275,"Richmond Town, VT",Town,5,4,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,5,5,3,3,1,3,2,2,1,1,2,2,3,3,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,5,5,5,4,30,50,6,12,0,2,18.5,18.5,18.5,4.5,4.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ronald Rodjenski Jr.,2,3,1,0,0,0,"Burlington, VT MSA",1305,VT,1303,VT,"Richmond Town, VT",-.3095299,.75629818,3,1,1,0,1,1,1,0,10.666667,1.1094561,12.038677,7.7003531
Vermont,VT,207886,76975,"Waterbury Town, VT",Town,5,3,1,4,1,4,1,0,1,0,0,0,1,0,0,1,0,0,3,4,2,3,4,4,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,,,,,0,1,1,2,2,50,90,1,3,0,0,4.5,4.5,4.5,1.5,1.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Steve Lotspeich,2,3,1,0,0,0,,9999,VT,47,VT,"Waterbury Town, VT",-.73006171,.75629818,3,2,2,0,0,0,0,0,2.6666667,-.73687983,10.883402,
Vermont,VT,172732,14875,"Colchester Town, VT",Town,5,4,1,3,1,3,1,0,1,0,0,0,1,0,0,2,0,0,5,5,4,4,5,5,2,2,2,2,3,3,3,3,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,,,,,0,4,4,3,3,50,100,12,12,0,0,24,24,24,9.5,9.5,9.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sarah Hadd,2,3,1,0,0,0,"Burlington, VT MSA",1305,VT,1303,VT,"Colchester Town, VT",-.16935264,.75629818,3,2,2,0,0,1,1,0,15.166667,1.154079,13.008984,9.7948389
Vermont,VT,172638,32275,"Town of Hartford, VT",Town,5,2,1,4,1,2,2,0,1,0,0,0,2,0,0,2,0,0,2,2,3,3,1,1,1,1,3,2,2,2,3,3,2,3,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,3,4,4,2,70,100,3,3,1,1,4.5,4.5,4.5,1.5,1.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Lori Hirshfield,2,3,1,0,0,0,,9999,VT,47,VT,"Town of Hartford, VT",-.3095299,.75629818,3,2,2,0,1,1,1,0,3,.47179317,10.67559,
Vermont,VT,172826,62200,"St. Johnsbury Town, VT",Municipality,5,3,1,4,1,1,1,1,1,0,0,0,1,1,0,1,1,1,5,5,,,2,2,1,1,1,1,1,1,2,2,2,1,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,0,3,3,3,3,30,30,1,1,0,0,1.5,1.5,1.5,1.5,1.5,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Priscilla Messier,2,3,0,0,0,0,,9999,VT,47,VT,"St. Johnsbury Town, VT",-.80015033,.75629818,3,3,5,0,1,1,0,0,1.3333334,.63869679,11.595868,
Vermont,VT,105100,48850,"City of Newport, VT",City,3,2,1,4,3,3,1,0,1,0,0,0,1,0,0,0,0,0,4,4,5,5,1,3,1,1,2,2,2,2,3,3,1,1,4,4,4,4,4,4,0,0,0,0,0,0,1,1,0,0,0,0,3,3,4,4,90,50,1,2,0,0,9.5,9.5,9.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bob Kelley,2,3,1,0,0,0,,9999,VT,47,VT,"City of Newport, VT",-.87023896,.75629818,3,2,1,0,0,0,1,0,4.1666665,-.76222771,10.941483,
Vermont,VT,104967,84475,"Williston Town, VT",Town,5,4,1,3,4,4,1,0,1,0,0,0,0,0,0,1,0,1,1,1,3,3,5,5,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,,,,1,3,3,2,3,100,100,18,21,2,2,9.5,18.5,18.5,18.5,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael Munson,2,3,1,0,0,0,"Burlington, VT MSA",1305,VT,1303,VT,"Williston Town, VT",.11100192,.75629818,3,2,2,0,0,1,1,6,19.055555,2.5609794,13.159653,8.7567425
Vermont,VT,172761,64300,"Shelburne Town, VT",Town,5,3,1,4,1,3,1,0,1,0,0,0,1,1,0,0,0,1,2,3,2,3,2,3,2,1,1,1,1,1,3,3,3,3,2,2,1,1,2,2,0,0,0,0,0,0,1,1,1,0,1,0,3,4,2,1,,100,4,6,1,1,5.137898,4.5624957,8.1255713,9.5,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,Dean Pierce,2,3,1,0,0,0,"Burlington, VT MSA",1305,VT,1303,VT,"Shelburne Town, VT",-.44970718,.75629818,3,2,3,0,1,0,1,0,6.8139963,.62941509,6.7466884,5.0445218
Vermont,VT,172805,3250,"Barre Town, VT",Town,4,2,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,2,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,1,50,50,3,3,0,0,4.5,4.5,4.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carl Rogers,2,3,1,0,0,0,,9999,VT,47,VT,"Barre Town, VT",-1.2907708,.75629818,3,2,1,0,0,0,1,0,4,-.90261829,30.171993,
Vermont,VT,105052,61300,"Rutland Town, VT",Town,4,2,2,2,3,4,1,0,0,0,0,0,0,0,0,1,0,0,2,3,5,5,1,3,2,1,1,1,1,1,4,4,1,2,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,90,90,2,3,1,1,18.5,18.5,18.5,18.5,18.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W. William Martinez,2,3,1,0,0,0,,9999,VT,47,VT,"Rutland Town, VT",-.65997308,.75629818,3,1,1,0,0,1,0,0,12.166667,.49740598,16.691872,
Vermont,VT,207634,13675,"Chester Town, VT",Town,5,5,5,2,1,1,1,1,1,0,0,1,1,0,0,1,0,0,5,5,5,5,4,4,1,1,1,1,4,4,5,5,4,4,5,5,5,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,5,4,2,2,100,100,3,6,1,2,1.5,9.5,10.623208,9.5,24,18.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,Cecil Waldo,2,3,1,0,0,0,,9999,VT,47,VT,"Chester Town, VT",1.2324201,.75629818,3,4,2,0,1,0,0,0,9.680356,1.0566248,19.737598,
Vermont,VT,207826,60250,"Town of Rockingham, VT",Town,5,3,1,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0,4,1,3,3,3,5,1,1,1,1,1,4,1,5,3,3,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,3,3,4,4,,,1,3.738772876303356,0,0,9.5,9.5,9.5,9.5,9.5,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Ellen Howard,2,3,1,0,0,0,,9999,VT,47,VT,"Town of Rockingham, VT",-.23944126,.75629818,3,2,1,0,1,0,0,0,7.1231289,.26824549,12.23301,
Washington,WA,329790,61115,"Sammamish City, WA",City,4,4,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,5,5,5,5,3,3,1,1,1,1,1,1,1,1,0,1,1,1,1,,,,,0,1,1,1,5,,,4,5.328727754860084,0,0,2.805464,3.5061543,5.1961331,18.5,18.5,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,Emily Arteche,3,2,0,0,0,0,"Seattle-Bellevue-Everett, WA PMSA",7600,WA,7600,WA,,.53153372,2.4159226,2,0,0,0,0,1,1,5,9.0000935,1.7673646,5.994143,5.5211568
Washington,WA,169422,11160,"Centralia City, WA",City,5,5,5,5,5,5,1,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,5,5,4,5,5,5,5,5,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,,,1,3,1,1,4.5,4.5,4.5,4.5,4.5,4.5,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Linda Whitcher, AICP",3,2,0,0,0,0,,9999,WA,48,WA,,2.0033951,2.4159226,2,2,1,0,0,0,1,0,3.6666667,.58778924,10.94252,
Washington,WA,168856,45005,"City of Mercer Island, WA",City,4,5,3,4,2,3,1,0,1,0,0,0,0,0,0,0,0,0,5,5,3,3,4,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,,,,,0,4,3,3,3,50,70,4,5,0,0,9.5,13.175697,18.5,9.5,9.5,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,Richard Hart,3,2,0,0,0,1,"Seattle-Bellevue-Everett, WA PMSA",7600,WA,7600,WA,,1.503513,2.4159226,2,2,0,0,0,0,1,0,10.241744,.91612428,2.8794332,3.3897583
Washington,WA,206966,23970,"Fircrest City, WA",City,5,3,3,4,3,3,1,0,1,0,0,0,1,0,0,0,0,0,4,5,4,3,3,3,1,1,1,1,2,4,2,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,3,3,2,70,90,4,4,0,0,9.5,9.5,4.5,9.5,9.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jeffery Boers,3,2,0,0,0,0,"Tacoma, WA PMSA",8200,WA,8200,WA,,-.16935264,2.4159226,2,2,1,0,0,1,1,0,6.5555553,.63448524,8.7933836,7.157752
Washington,WA,169462,57430,"City of Raymond, WA",City,5,3,5,5,3,3,1,0,1,0,0,0,0,1,0,0,0,0,1,,3,,1,,2,,5,4,3,2,2,2,2,3,2,,2,,2,,0,0,0,0,0,0,1,,,,,1,2,2,2,2,10,10,1,1,0,0,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Steve Petitt,3,2,0,0,0,0,,9999,WA,48,WA,,.6016224,2.4159226,2,2,1,0,0,1,1,0,1.3333334,.32664356,16.450161,
Washington,WA,169596,20155,"East Wenatchee City, WA",City,5,4,5,4,3,5,2,0,1,0,0,0,1,1,0,0,0,0,2,4,5,5,2,2,1,1,1,1,1,1,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,,,,,0,2,4,4,3,30,30,3,3,0,0,4.5,4.5,4.5,4.5,4.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Lori Barnett,3,2,0,0,0,0,,9999,WA,48,WA,,.11100192,2.4159226,2,2,2,0,0,0,0,0,4,.2044137,9.811429,
Washington,WA,168895,79590,"Woodinville City, WA",City,2,1,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,30,50,3,4,0,0,4.5,4.5,9.5,9.5,9.5,9.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Sturtz,3,2,0,0,0,0,"Seattle-Bellevue-Everett, WA PMSA",7600,WA,7600,WA,,-1.5711253,2.4159226,2,0,0,0,0,1,1,0,6.3888888,.11110286,6.2351141,6.0195189
Washington,WA,206921,55855,"Port Townsend City, WA",City,5,5,2,4,2,2,1,0,1,0,0,0,0,0,0,1,0,1,1,3,4,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,0,0,0,0,0,0,1,,,,,1,1,3,3,2,10,90,1,2,0,1,18.5,18.5,18.5,4.5,4.5,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Jeff Randall,3,2,0,0,0,0,,9999,WA,48,WA,,-.37961856,2.4159226,2,2,2,0,0,0,1,0,8.166667,.54630053,8.5906858,
Washington,WA,206955,70000,"Tacoma City, WA",City,3,2,3,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,5,5,2,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,2,2,2,10,10,1,1,0,0,4.5,4.5,4.5,1.5,1.5,1.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,Donna Stenger,3,2,0,0,0,0,"Tacoma, WA PMSA",8200,WA,8200,WA,,-.94032764,2.4159226,2,1,0,0,0,0,0,0,2.3333333,-.61799765,5.8309193,5.4541159
Washington,WA,206831,2585,"Arlington City, WA",City,5,3,4,3,3,3,1,0,1,0,0,0,0,0,0,0,0,1,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,,,,,0,5,5,2,2,10,10,1,3,0,0,8.885107,12.948461,7.4783554,4.5,9.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,Cliff Strong,3,2,0,0,0,0,"Seattle-Bellevue-Everett, WA PMSA",7600,WA,7600,WA,,-.5898844,2.4159226,2,2,1,0,0,1,1,0,5.9791026,.45219347,8.4737959,7.1715078
Washington,WA,252260,63960,"City of Shoreline, WA",City,5,5,2,2,2,3,1,0,1,0,0,0,,,,,,,5,5,5,5,4,4,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,5,5,5,5,,,4,4,0,0,2.3379467,4.4492178,2.9553275,3.2681155,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,Timothy Stewart,3,2,0,0,0,0,"Seattle-Bellevue-Everett, WA PMSA",7600,WA,7600,WA,,-.3095299,2.4159226,2,2,,0,0,0,1,0,3.7789564,,6.5257573,6.2989683
Washington,WA,207013,11475,"Chehalis City, WA",City,5,5,5,5,2,5,0,0,1,0,0,0,0,0,0,0,0,0,5,5,4,4,2,3,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,30,30,1,1,0,0,9.5,9.5,9.5,1.5,1.5,1.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Robert Nacht,3,2,0,0,0,0,,9999,WA,48,WA,,-.16935264,2.4159226,2,1,0,0,0,0,1,0,4,-.16169424,7.8097205,
Washington,WA,169561,74060,"Vancouver City, WA",City,5,4,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,1,1,4,4,1,1,1,1,1,3,1,1,2,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,3,2,3,50,50,3,3,0,0,4.5,4.5,4.5,4.5,4.5,4.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Laura Hudson,3,2,0,0,0,0,"Portland-Vancouver, OR-WA PMSA",6440,WA,6440,WA,,-.73006171,2.4159226,2,1,0,0,0,1,1,0,4,.062444419,5.5415025,5.200819
Washington,WA,207083,76405,"Washougal City, WA",City,5,3,4,3,2,2,1,0,1,0,0,0,1,0,0,0,0,0,4,,5,,4,,3,,4,5,2,4,2,5,2,2,1,,1,,3,,0,0,0,0,0,0,1,,,,,0,3,3,3,2,,,3,1,1,1,18.5,18.5,1.5,18.5,18.5,1.5,6,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6,Monty Anderson,3,2,0,0,0,0,"Portland-Vancouver, OR-WA PMSA",6440,WA,6440,WA,,.67171097,2.4159226,2,2,1,0,0,0,1,0,9.2222223,.76525003,14.332714,10.274334
Washington,WA,169000,8850,"Burien City, WA",City,3,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,,,2,3,0,0,6.9061599,8.2176065,8.8139715,7.6766663,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,Scott Greenberg,3,2,0,0,0,0,"Seattle-Bellevue-Everett, WA PMSA",7600,WA,7600,WA,,-1.430948,2.4159226,2,1,0,0,0,0,0,0,6.4571562,-.3402366,7.169271,7.1061611
Washington,WA,206794,49415,"Normandy Park City, WA",City,5,3,1,3,2,2,1,0,1,0,0,0,1,0,0,0,1,0,5,5,2,2,4,5,2,2,1,1,4,4,4,5,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,1,0,0,0,5,4,3,,30,90,1,2,0,0,9.5,10.130497,9.5,4.5,9.5,9.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,Jennifer Haro,3,2,0,0,0,0,"Seattle-Bellevue-Everett, WA PMSA",7600,WA,7600,WA,,.04091328,2.4159226,2,2,2,0,0,0,1,0,6.3478332,.48367032,6.2401838,6.1367521
Washington,WA,304997,35170,"Kenmore City, WA",City,5,4,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,5,5,4,4,4,4,3,3,1,1,2,2,2,2,1,1,3,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,0,4,3,3,3,30,70,6,8,1,1,4.5,4.5,4.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bob Sokol,3,2,0,0,0,0,"Seattle-Bellevue-Everett, WA PMSA",7600,WA,7600,WA,,-.44970718,2.4159226,2,1,0,0,1,1,1,0,5.3333335,.88390458,6.3914766,6.234015
Washington,WA,206983,36745,"Lacey City, WA",City,5,3,4,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,30,50,4,4,1,0,10.146267,13.099311,10.082232,4.5,9.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,Jerry Litt,3,2,0,0,0,0,"Olympia, WA PMSA",5910,WA,5910,WA,,-.5898844,2.4159226,2,2,0,0,0,0,0,0,7.091979,-.079715557,6.732501,5.7273645
Washington,WA,207231,35275,"Kennewick City, WA",City,5,3,2,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,3,4,4,4,2,2,2,2,1,1,2,4,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,3,4,3,4,30,30,3,3,1,1,4.5,4.5,4.5,4.5,4.5,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Rick White,3,2,0,0,0,0,"Richland-Kennewick-Pasco, WA MSA",6740,WA,6740,WA,,-.3095299,2.4159226,2,1,0,0,1,1,1,0,4,.7886852,8.9098377,6.6679354
